,Age,Unnamed: 1,Primary streaming service,Hours per day,While working,Fav genre,Foreign languages,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
484,25,Young Adult,Spotify,2,Yes,K pop,Yes,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,7,7,5,3,Improve
485,25,Young Adult,Spotify,3,Yes,Pop,Yes,Sometimes,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7,7,5,3,Improve
486,25,Young Adult,Spotify,1,Yes,Pop,Yes,Very frequently,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,7,7,5,3,Improve
487,25,Young Adult,I do not use a streaming service.,0.25,Yes,Gospel,Yes,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Never,7,7,5,3,Improve
488,25,Young Adult,YouTube Music,1,No,Gospel,No,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,7,7,5,3,Improve
489,25,Young Adult,I do not use a streaming service.,1,Yes,Video game music,No,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Very frequently,7,7,5,3,No effect
490,25,Young Adult,Spotify,5,Yes,Hip hop,Yes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,7,7,5,3,Improve
491,25,Young Adult,I do not use a streaming service.,1,No,Pop,No,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,7,7,5,3,Improve
492,25,Young Adult,Pandora,1,Yes,Hip hop,No,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,7,7,5,3,Improve
493,25,Young Adult,Spotify,7,Yes,Lofi,Yes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Rarely,7,7,5,3,Improve
494,25,Young Adult,Spotify,3,No,Hip hop,Yes,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,7,7,5,3,Improve
495,25,Young Adult,Spotify,3,Yes,K pop,Yes,Rarely,Never,Rarely,Never,Never,Very frequently,Sometimes,Very frequently,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,8,7,5,3,No effect
496,25,Young Adult,I do not use a streaming service.,7,Yes,Rock,No,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Sometimes,8,7,5,3,Improve
497,25,Young Adult,Spotify,8,Yes,EDM,Yes,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,8,7,5,3,Improve
498,25,Young Adult,Spotify,2,Yes,Metal,No,Never,Rarely,Very frequently,Sometimes,Very frequently,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Rarely,8,7,5,3,Improve
499,25,Young Adult,Apple Music,2,Yes,Pop,Yes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,8,7,5,3,Improve
500,25,Young Adult,Spotify,2,Yes,Rock,Yes,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,8,7,5,3,Improve
501,25,Young Adult,Spotify,2,Yes,K pop,Yes,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,8,7,5,4,Improve
502,25,Young Adult,Spotify,4,No,Video game music,Yes,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,8,7,6,4,Improve
503,25,Young Adult,Spotify,8,Yes,Rock,Yes,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,7,6,4,No effect
504,25,Young Adult,Other streaming service,4,Yes,Rap,No,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,8,7,6,4,Improve
505,26,Young Adult,Spotify,1,No,Rock,No,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,8,7,6,4,No effect
506,26,Young Adult,YouTube Music,5,No,Metal,Yes,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,8,7,6,4,Improve
507,26,Young Adult,Other streaming service,2,Yes,Rock,No,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,8,7,6,4,Improve
508,26,Young Adult,Other streaming service,1,No,Country,No,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,8,7,6,4,Improve
509,26,Young Adult,I do not use a streaming service.,5,Yes,Rock,No,Sometimes,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,8,7,6,4,No effect
510,26,Young Adult,YouTube Music,8,Yes,Rock,No,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,8,7,6,4,Improve
511,26,Young Adult,YouTube Music,2,Yes,Classical,No,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,8,7,6,4,Improve
512,26,Young Adult,Spotify,2,Yes,Pop,No,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,8,7,6,4,Improve
513,26,Young Adult,YouTube Music,1,Yes,Folk,Yes,Sometimes,Never,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,8,7,6,4,Improve
514,26,Young Adult,Spotify,8,Yes,Pop,Yes,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,8,7,6,4,Improve
515,26,Young Adult,Apple Music,8,Yes,Pop,No,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,8,7,6,4,Improve
516,26,Young Adult,Spotify,1,No,EDM,No,Rarely,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Never,Never,Never,8,7,6,4,Improve
517,26,Young Adult,I do not use a streaming service.,1,Yes,Video game music,No,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,8,7,6,4,Improve
518,26,Young Adult,Spotify,8,Yes,Jazz,Yes,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Rarely,8,7,6,4,Improve
519,26,Young Adult,Spotify,2,Yes,Rock,No,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,8,7,6,4,Improve
520,26,Young Adult,Apple Music,6,Yes,R&B,Yes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Very frequently,Never,Sometimes,Never,8,7,6,4,No effect
521,26,Young Adult,Spotify,3,No,Metal,Yes,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Never,Very frequently,Very frequently,8,7,6,4,Improve
522,26,Young Adult,I do not use a streaming service.,4,Yes,EDM,Yes,Very frequently,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,8,7,6,4,Improve
523,26,Young Adult,Spotify,2,Yes,Rock,Yes,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,8,7,6,4,Improve
524,26,Young Adult,I do not use a streaming service.,3,Yes,Classical,No,Very frequently,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,8,7,6,4,Improve
525,26,Young Adult,I do not use a streaming service.,4,No,Pop,No,Rarely,Sometimes,Very frequently,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Never,8,7,6,4,Improve
526,26,Young Adult,Other streaming service,2,No,Jazz,Yes,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,8,7,6,4,No effect
527,27,Young Adult,YouTube Music,1,Yes,Pop,Yes,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,8,7,6,4,Improve
528,27,Young Adult,Spotify,1,Yes,Video game music,Yes,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,8,7,6,4,Improve
530,27,Young Adult,Spotify,2,Yes,Gospel,No,Sometimes,Never,Never,Rarely,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,8,7,6,4,Improve
531,27,Young Adult,Apple Music,7,Yes,Pop,Yes,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,8,7,6,4,Improve
532,27,Young Adult,Spotify,5,Yes,Pop,Yes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,8,7,6,4,Improve
533,27,Young Adult,Spotify,3,Yes,Rock,No,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,8,7,6,4,No effect
534,27,Young Adult,I do not use a streaming service.,1,No,Rock,No,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Never,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,8,7,6,4,Improve
535,27,Young Adult,Spotify,6,Yes,Rock,Yes,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,8,7,6,4,Improve
536,27,Young Adult,Apple Music,2,No,Rock,No,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,8,7,6,4,No effect
537,27,Young Adult,Other streaming service,3,Yes,Metal,No,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,8,7,6,4,Improve
538,27,Young Adult,Spotify,1.5,Yes,Country,No,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,8,7,6,4,Improve
539,27,Young Adult,Spotify,4,Yes,Pop,No,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,7,6,4,Improve
540,27,Young Adult,Spotify,2,Yes,Pop,Yes,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Sometimes,Never,Never,8,7,6,4,Improve
541,27,Young Adult,YouTube Music,2,Yes,Folk,No,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,8,7,6,4,Improve
542,27,Young Adult,Spotify,2,No,Rap,Yes,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,8,7,6,4,Improve
543,27,Young Adult,Spotify,1,Yes,Rock,No,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,8,7,6,4,Improve
544,27,Young Adult,Spotify,3,Yes,K pop,Yes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Rarely,8,7,6,4,Improve
545,28,Young Adult,Spotify,3,Yes,Pop,No,Never,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,8,7,6,4,Improve
546,28,Young Adult,Spotify,2,No,Rock,No,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,8,7,6,4,Improve
547,28,Young Adult,Other streaming service,6,Yes,Rap,No,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Very frequently,Rarely,Never,8,7,6,4,Improve
548,28,Young Adult,Spotify,3,Yes,Classical,Yes,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,8,7,6,5,No effect
549,28,Young Adult,YouTube Music,3,Yes,Pop,No,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,8,7,6,5,No effect
550,28,Young Adult,Spotify,2,Yes,R&B,No,Never,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,8,7,6,5,Improve
551,28,Young Adult,I do not use a streaming service.,2,Yes,Video game music,No,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Very frequently,8,7,6,5,Improve
552,28,Young Adult,Spotify,2,Yes,Pop,No,Sometimes,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,8,7,6,5,Improve
553,28,Young Adult,Spotify,3,Yes,Rock,Yes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,8,7,6,5,No effect
554,28,Young Adult,I do not use a streaming service.,4,Yes,Pop,Yes,Rarely,Never,Sometimes,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Rarely,8,7,6,5,No effect
555,28,Young Adult,Spotify,2,Yes,R&B,No,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Never,8,7,6,5,Improve
556,28,Young Adult,Spotify,5,Yes,Rock,No,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Very frequently,Sometimes,8,7,6,5,Improve
557,28,Young Adult,Spotify,2,Yes,R&B,No,Sometimes,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,8,7,6,5,Improve
558,29,Young Adult,Spotify,7,Yes,Folk,Yes,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,8,7,6,5,Improve
559,29,Young Adult,Spotify,3,Yes,K pop,Yes,Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,8,7,6,5,Improve
560,29,Young Adult,Spotify,3,No,Metal,No,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,8,7,6,5,Improve
561,29,Young Adult,Spotify,4,Yes,R&B,Yes,Rarely,Rarely,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,8,7,6,5,Improve
562,29,Young Adult,Spotify,3,Yes,Pop,No,Very frequently,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Very frequently,Never,Sometimes,Never,8,7,6,5,Improve
563,29,Young Adult,Pandora,1,Yes,Gospel,No,Very frequently,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,8,7,6,5,Improve
564,29,Young Adult,Spotify,1,No,R&B,Yes,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Never,Never,Never,Very frequently,Very frequently,Sometimes,Never,Never,8,7,7,5,Improve
565,29,Young Adult,Pandora,4,Yes,R&B,Yes,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,8,7,7,5,Improve
566,29,Young Adult,Spotify,4,Yes,Classical,No,Very frequently,Never,Very frequently,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,8,7,7,5,No effect
567,29,Young Adult,Spotify,3,Yes,Video game music,Yes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Very frequently,8,7,7,5,No effect
568,29,Young Adult,Spotify,2,Yes,Pop,No,Never,Never,Rarely,Rarely,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,8,7,7,5,Improve
569,29,Young Adult,Spotify,4,Yes,R&B,Yes,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,8,7,7,5,Improve
570,29,Young Adult,Spotify,5,Yes,EDM,Yes,Never,Never,Very frequently,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,8,7,7,5,No effect
571,30,Young Adult,Other streaming service,6,Yes,Pop,No,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,8,7,7,5,Improve
572,30,Young Adult,YouTube Music,1,Yes,Video game music,No,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,8,8,7,5,Improve
573,30,Young Adult,I do not use a streaming service.,1,No,Pop,No,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Rarely,Rarely,Sometimes,Never,8,8,7,5,Improve
574,30,Young Adult,Spotify,3,Yes,Rock,No,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,8,8,7,5,Worsen
575,30,Young Adult,Spotify,1,Yes,Pop,Yes,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,8,8,7,5,Improve
576,30,Young Adult,Spotify,8,No,Rock,Yes,Never,Sometimes,Sometimes,Very frequently,Never,Very frequently,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,8,8,7,5,No effect
577,30,Young Adult,Other streaming service,1,No,Rock,No,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Very frequently,Never,8,8,7,5,Improve
578,30,Young Adult,Spotify,8,Yes,Rock,No,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Never,8,8,7,5,Improve
579,30,Young Adult,Spotify,1,Yes,Pop,Yes,Never,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,8,8,7,5,Improve
580,30,Young Adult,Apple Music,1,No,Rap,Yes,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Never,Sometimes,8,8,7,5,Improve
581,30,Young Adult,I do not use a streaming service.,10,Yes,Metal,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Never,8,8,7,5,No effect
582,31,Middle-aged Adult,Spotify,10,Yes,Rock,No,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Never,8,8,7,5,Improve
583,31,Middle-aged Adult,Spotify,5,Yes,Rock,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,8,8,7,5,Improve
584,31,Middle-aged Adult,Spotify,10,Yes,Rock,Yes,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Sometimes,8,8,7,5,Improve
585,31,Middle-aged Adult,Spotify,2,Yes,Classical,Yes,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Never,8,8,7,5,Improve
586,31,Middle-aged Adult,Other streaming service,6,Yes,R&B,No,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,8,8,7,5,Improve
587,31,Middle-aged Adult,Other streaming service,2,Yes,R&B,No,Rarely,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,8,8,7,5,No effect
588,31,Middle-aged Adult,Other streaming service,3,Yes,Pop,Yes,Never,Never,Never,Never,Never,Very frequently,Never,Very frequently,Never,Never,Never,Very frequently,Sometimes,Never,Never,Never,8,8,7,5,Improve
589,31,Middle-aged Adult,Spotify,8,Yes,Gospel,Yes,Rarely,Never,Rarely,Never,Very frequently,Sometimes,Sometimes,Never,Sometimes,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Sometimes,8,8,7,5,Improve
590,31,Middle-aged Adult,Spotify,8,Yes,Lofi,Yes,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,8,8,7,5,Improve
591,31,Middle-aged Adult,Spotify,8,Yes,Rock,No,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,8,8,7,5,Improve
592,31,Middle-aged Adult,YouTube Music,8,Yes,Metal,No,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,8,8,7,5,Improve
593,31,Middle-aged Adult,Spotify,12,Yes,Latin,No,Very frequently,Never,Rarely,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Sometimes,8,8,7,5,No effect
594,31,Middle-aged Adult,Spotify,6,Yes,EDM,Yes,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,8,8,7,5,Improve
595,32,Middle-aged Adult,Spotify,4,Yes,R&B,Yes,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Rarely,8,8,7,5,No effect
596,32,Middle-aged Adult,Spotify,8,Yes,Jazz,No,Very frequently,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,8,8,7,5,No effect
597,32,Middle-aged Adult,Spotify,2,No,Pop,No,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,8,7,5,No effect
598,32,Middle-aged Adult,I do not use a streaming service.,1,No,Rock,No,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,8,8,7,5,No effect
599,32,Middle-aged Adult,Spotify,2,Yes,Hip hop,No,Never,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Sometimes,Very frequently,Very frequently,Never,Never,8,8,7,5,Improve
600,32,Middle-aged Adult,Spotify,3,Yes,K pop,Yes,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,8,8,7,5,Improve
601,32,Middle-aged Adult,Spotify,1,Yes,Video game music,Yes,Very frequently,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,8,8,7,5,Improve
602,32,Middle-aged Adult,I do not use a streaming service.,0,No,Classical,Yes,Very frequently,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,8,8,7,6,Improve
